id	name	brewery_type	address_1	city	state	postal_code	country	latitude	longitude	phone	website_url	source_state	source_state_code
osm:way:646521013	Cold Garden Beverage Company	micro	1100 11 Street SE	Calgary	Alberta	T2G 4T3	Canada	51.0395202	-114.0367349		https://www.coldgarden.ca/	AB	AB
google:ChIJV1IIKNV7cVMRtde-j4kXbw8	Eighty-Eight Brewing Co.	micro	2600 Portland St SE #1070	Calgary	Alberta	T2G 4M6	Canada	51.03079140000001	-114.0321167		https://www.eightyeightbrewing.ca/	AB	AB
google:ChIJc3fbDBlwcVMR2tE6p7CYTWI	Fleur de Sel Brasserie	micro	2015 4 St SW #2	Calgary	Alberta	T2S 1W6	Canada	51.0344972	-114.0717403		http://www.fleurdeselbrasserie.com/	AB	AB
google:ChIJYRE407BxcVMRAoUPLarWlho	Four Dogs Brewing Company	micro	1205 1 St SW	Calgary	Alberta	T2R 0V3	Canada	51.0412723	-114.0661294		https://fourdogs.ca/	AB	AB
google:ChIJYyrelK96cVMRNxdJiM1_1bU	High Line Brewing	micro	1318 9 Ave SE #113	Calgary	Alberta	T2G 0T3	Canada	51.04105879999999	-114.0327785		http://www.highlinebrewing.com/	AB	AB
google:ChIJtykfE-JvcVMRnIyX8rpE7RE	Last Best Brewing & Distilling	micro	607 11 Ave SW	Calgary	Alberta	T2R 0E1	Canada	51.0426013	-114.0745733		http://lastbestbrewing.com/	AB	AB
osm:node:12965371605	Le La Vietnamese Restaurant	micro	6624 Centre Street SE, Unit 4	Calgary	Alberta	T2H 0C6	Canada	50.9950745	-114.0634293		https://lelavietnamese.com	AB	AB
google:ChIJTYr60gZlcVMRnREYFHd0jCc	Minhas Brewery, Distillery, Tap Room & Kitchen	micro	1314 44 Ave NE	Calgary	Alberta	T2E 6L6	Canada	51.0921288	-114.0315166		https://www.minhasbrewery.ca/	AB	AB
google:ChIJ7WWsnPtwcVMRpMIt_eFJC18	New Level Brewing	micro	7005 Fairmount Drive Southeast, Unit 4140	Calgary	Alberta	T2H 0J1	Canada	50.9920082	-114.065628	14037644359	http://newlevelbrewing.ca/	AB	AB
google:ChIJD8KjKORlcVMR6HKCf5CbS7Q	Origin Malting & Brewing - Calgary	micro	943 28 St NE	Calgary	Alberta	T2A 2M4	Canada	51.0611523	-113.9940515		https://originbrewing.ca/	AB	AB
google:ChIJmyopa1hwcVMRGM7hPwIc854	Prairie Dog Brewing	micro	105D 58 Ave SE	Calgary	Alberta	T2H 0N8	Canada	51.0009777	-114.0633808		https://prairiedog.bbq.beer/	AB	AB
google:ChIJw65msqlmcVMRZ9zKN8JvqV8	Railyard Brewing	micro	10301 19 St NE Unit 121	Calgary	Alberta	T3J 0P7	Canada	51.1455621	-114.0141119		http://www.railyardbrewing.ca/	AB	AB
google:ChIJedyLEUdxcVMRLJtV-_PaapQ	South Block Barbecue & Brewing Co.	micro	2437 4 St SW	Calgary	Alberta	T2S 1X5	Canada	51.030729	-114.0717718		http://www.southblockbbq.com/	AB	AB
google:ChIJ_T5WWylxcVMRv5S0fljXfeY	Stonyslope Brewing Company	micro	9620 Elbow Dr SW #20	Calgary	Alberta	T2V 1M2	Canada	50.9690128	-114.0839338		http://stonyslopebrewing.com/	AB	AB
google:ChIJI0Fh0qtvcVMREpegfLiHTko	Tailgunner Brewing & Acme Pizza Co	micro	1602 10 Ave SW	Calgary	Alberta	T3C 0J8	Canada	51.044514	-114.0969727		https://www.tailgunnerbrewing.ca/	AB	AB
osm:node:10021849113	Tailgunner Brewing Company & Acme Pizza Co.	brewpub	1602 10 Avenue SW	Calgary	Alberta	T3C 0J8	Canada	51.0445135	-114.096828		https://www.tailgunnerbrewing.ca	AB	AB
osm:node:10245759923	Tavern 52	micro	1830 52 Street SE, Unit 110	Calgary	Alberta	T2B 1N1	Canada	51.0369465	-113.957732		http://www.tavern52.ca/	AB	AB
google:ChIJWZt2En1mcVMRu_gECfJu9QM	The Canadian Brewhouse (Calgary Harvest Hills)	micro	9650 Harvest Hills Blvd N #1200	Calgary	Alberta	T3K 2M3	Canada	51.1405492	-114.0703446		https://thecanadianbrewhouse.com/locations/calgary/#harvest-hills	AB	AB
google:ChIJSQcIouN3cVMRZZQb7CYrBtE	The Canadian Brewhouse (Calgary Mahogany)	micro	7 Mahogany Plaza SE #700	Calgary	Alberta	T3M 2P8	Canada	50.8985488	-113.9434873		https://thecanadianbrewhouse.com/locations/calgary/#mahogany	AB	AB
google:ChIJJ63TJG97cVMRrNx38ou3PZY	The Canadian Brewhouse (Calgary Northgate)	micro	425 36 St NE	Calgary	Alberta	T2A 7S9	Canada	51.0550499	-113.9826329		https://thecanadianbrewhouse.com/locations/calgary/#northgate	AB	AB
google:ChIJqbwMe8tvcVMRimMB39Gv1-8	The Canadian Brewhouse (Calgary University District)	micro	3953 University Ave NW #220	Calgary	Alberta	T3B 6K3	Canada	51.0780974	-114.1453265		https://thecanadianbrewhouse.com/locations/calgary/#university-district	AB	AB
osm:way:615400241	The Dandy Brewing Company and DandyPizza	micro	2003 11 Street SE	Calgary	Alberta	T2G 3G6	Canada	51.0351279	-114.0371021		https://thedandybrewingcompany.com/	AB	AB
osm:way:786216103	The Establishment Brewing Company	micro	4407 1 Street SE	Calgary	Alberta	T2G 2L2	Canada	51.014291	-114.0624917		http://establishmentbrewing.ca/	AB	AB
osm:node:1809357832	The Wednesday Room	micro	118 8 Avenue SW, Unit 100	Calgary	Alberta	T2P 1B3	Canada	51.0457034	-114.064102		https://wednesdayroom.com/	AB	AB
osm:way:504504137	Trolley 5	brewpub	728 17 Avenue SW	Calgary	Alberta	T2S 0B7;T2T 4M2	Canada	51.0380863	-114.078447		https://trolley5.com/	AB	AB
google:ChIJg2ThvNdvcVMR2Pxq-hs7KOU	Trolley 5 Brewpub	brewpub	728 17 Ave SW	Calgary	Alberta	T2S 0B7	Canada	51.0379494	-114.0785249		http://www.trolley5.com/	AB	AB
google:ChIJSUzvWoBvcVMREQ8vhZxiVK8	Tuesday Brewing	micro	638 11 Ave SW Unit 305	Calgary	Alberta	T2R 0E2	Canada	51.0430052	-114.0761322		http://www.tuesdaybrewing.com/	AB	AB
osm:way:518051662	Two House Brewing	brewpub	1901 10 Avenue SW	Calgary	Alberta	T3C 0K3	Canada	51.0442163	-114.1044242		https://www.twohousebrew.com/	AB	AB
google:ChIJ8UTT0zZvcVMREUpdBDfcqXM	Two House Brewing Taproom + Pizza	micro	1901 10 Ave SW	Calgary	Alberta	T3C 0K3	Canada	51.04422169999999	-114.1043732		https://www.twohousebrew.com/	AB	AB
osm:node:8795934726	Two Pillars Brewery	micro	910 Centre Street N	Calgary	Alberta	T2E 2P7	Canada	51.0601251	-114.0623455		https://www.twopillars.ca/menu	AB	AB
osm:node:12898021338	Uncommon Cider	micro	3921 Manchester Road SE	Calgary	Alberta	T2G 4A1	Canada	51.0187878	-114.0597592		https://uncommoncider.com/	AB	AB
google:ChIJNb8j5nxwcVMR_4QFKWqXSHs	Village Brewery	micro	5000 12a St SE	Calgary	Alberta	T2G 5K9	Canada	51.0094489	-114.0349531		http://www.villagebrewery.com/	AB	AB
osm:node:4993279227	Wild Rose Brewery	micro	5505 72 Avenue SE	Calgary	Alberta	T2C 3C4	Canada	50.9888572	-113.9507979		http://www.wildrosebrewery.com/	AB	AB
osm:node:9535669403	Wild Rose Brewery & Tap Room	brewpub	4580 Quesnay Wood Drive SW	Calgary	Alberta	T3E 7J3	Canada	51.0145625	-114.122834		https://www.wildrosebrewery.com/tap-room/	AB	AB
osm:node:10693607631	Zero Issue Brewing	micro	4219 12 Street NE	Calgary	Alberta	T2E 6K9	Canada	51.0893838	-114.0316126		https://www.zeroissuebeer.com/	AB	AB
osm:way:1229837329	The Twisted Lizard	micro	103 9 Avenue	Carstairs	Alberta	T0M 0N0	Canada	51.5661232	-114.0985256		http://www.thetwistedlizard.ca/	AB	AB
osm:way:1039033473	Valley Brewing	micro	242 3 Avenue West	Drumheller	Alberta	T0J 0Y4	Canada	51.4639744	-112.7114653		http://www.valleybrewing.ca/	AB	AB
osm:way:1039007362	Ribstone Creek Brewery	micro	4924 51 Street	Edgerton	Alberta	T0B 1K0	Canada	52.7599562	-110.4622127		http://ribstonecreekbrewery.ca/	AB	AB
google:ChIJ6QjqTt4joFMR7AnTmMcd5Rw	Ale Architect Brewery & Taproom	micro	9918 76 Ave NW	Edmonton	Alberta	T6E 1K7	Canada	53.5124541	-113.4870463		http://alearchitect.com/	AB	AB
osm:node:3937065619	Alley Kat Brewery	micro	9929 60 Avenue NW	Edmonton	Alberta	T6E 0C7	Canada	53.4952476	-113.4879891		https://www.alleykatbeer.com/	AB	AB
google:ChIJweghebEYoFMRocp_6Ndq7Gg	Alley Kat Brewing Company	micro	9929 60 Ave NW	Edmonton	Alberta	T6E 0C7	Canada	53.4952781	-113.4881278		http://www.alleykatbeer.com/	AB	AB
google:ChIJj0hTWEIZoFMR-Zx0iXs6KYE	Analog Brewing Company	micro	8620 53 Ave NW	Edmonton	Alberta	T6E 5E9	Canada	53.4906162	-113.4564435		http://www.analogbrewing.ca/	AB	AB
google:ChIJyYiVBtAjoFMR6y2knKbZjOU	Arcadia Brewing Co.	micro	10712 120 St NW	Edmonton	Alberta	T5H 0W7	Canada	53.5513114	-113.5295181		http://arcadiabrewing.ca/	AB	AB
osm:way:322920664	Bent Stick Brewing Co.	micro	9926 78 Avenue NW	Edmonton	Alberta	T6E 1N5	Canada	53.5144939	-113.4873909		http://www.bentstickbrewing.com/	AB	AB
google:ChIJE6bOLIEjoFMRpbzL_Afdc0E	Blind Enthusiasm Brewing Company - The Monolith	micro	9919 78 Ave NW	Edmonton	Alberta	T6E 1N6	Canada	53.51412879999999	-113.4872054		http://www.blindenthusiasm.ca/	AB	AB
google:ChIJU6qoujkloFMRCyPDKh6N8Ok	Brew and Bloom - Downtown	micro	10550 115 St NW	Edmonton	Alberta	T5H 3K6	Canada	53.5489587	-113.5197721		https://www.brewandbloom.ca/	AB	AB
google:ChIJxYW8oBMfoFMR7wDjLUbvMsk	Brew and Bloom - South	micro	1019 Parsons Rd SW	Edmonton	Alberta	T6X 0X2	Canada	53.4230293	-113.4785445		https://brewandbloom.ca/	AB	AB
google:ChIJ38vIkjIioFMRr88QSn1kbT8	Brewsters Brewing Company and Restaurant - Unity Square	micro	11736 104 Ave NW	Edmonton	Alberta	T5K 2P3	Canada	53.5465353	-113.5235986		http://brewsters.ca/	AB	AB
google:ChIJ4Rn8CwAjoFMR2LYMG97Szaw	Campio Brewing	micro	9570 76 Ave NW	Edmonton	Alberta	T6C 0K2	Canada	53.51253879999999	-113.4763867		https://campiobrewingco.com/	AB	AB
google:ChIJIYeaiLQjoFMR7Md7EtbDTBQ	Campio Brewing Co.	micro	10257 105 St NW	Edmonton	Alberta	T5J 1E3	Canada	53.5442303	-113.5008297		http://www.campiobrewingco.com/	AB	AB
google:ChIJYcaCMi0ioFMROKscFiiqXM0	Edmonton Brewery District	micro	12060 104 Ave NW	Edmonton	Alberta	T5K 0T3	Canada	53.54676509999999	-113.5286739		https://www.brewerydistrictedmonton.ca/	AB	AB
google:ChIJ682mclUjoFMRBOQAGRMzI7E	Irrational Brewing Company	micro	10643 124 St #109	Edmonton	Alberta	T5N 1S5	Canada	53.5506737	-113.535568		https://www.irrationalbrewing.ca/	AB	AB
google:ChIJA2Uln6cYoFMROTOTxF0ihng	Longroof Brewing Co.	micro	9916 72 Ave NW #104	Edmonton	Alberta	T6E 0Z3	Canada	53.5088314	-113.4871283		http://www.longroofbrewing.ca/	AB	AB
osm:node:12647269806	Nest at NAIT	micro	11762 106 Avenue NW, Unit S110	Edmonton	Alberta	T5G 3H6	Canada	53.566541	-113.5055078		https://nestatnait.ca	AB	AB
google:ChIJC216GD0joFMRWJHcmnJHAcQ	Odd Company Brewing	micro	9959 76 Ave NW	Edmonton	Alberta	T6E 1K8	Canada	53.5120643	-113.4883152		http://www.oddcompany.ca/	AB	AB
google:ChIJE2ugMe4ZoFMRm2cOiIg5yJ4	Omen Brewing	micro	9942 67 Ave NW	Edmonton	Alberta	T6E 0P5	Canada	53.5043656	-113.4888805		http://omenbrewing.com/	AB	AB
google:ChIJq6paPUofoFMRsSCE8WG10F8	Polyrhythm Brewing	micro	11635 145 St NW	Edmonton	Alberta	T5M 1V9	Canada	53.5690611	-113.5699536		http://www.polyrhythmbrewing.com/	AB	AB
google:ChIJ2_o7BBQhoFMRQeXYDH9KEtI	SYC Brewing Co	micro	11239 180 St NW	Edmonton	Alberta	T5S 0B4	Canada	53.5612036	-113.6290666		http://www.sycbrewing.com/	AB	AB
osm:node:5892975821	Sea Change Brewing Co.	micro	9850 62 Avenue NW	Edmonton	Alberta	T6E 0E3	Canada	53.4985931	-113.4851593		https://www.seachangebeer.com/	AB	AB
google:ChIJVbhkNQAZoFMR1K9NcB9sCF8	Southbound Brewing	micro	9943 69 Ave NW	Edmonton	Alberta	T6E 0T1	Canada	53.5054838	-113.4879116			AB	AB
google:ChIJ9ZBdMh0joFMRVHnwzn3vwEs	The Bell in Scona Brewery	micro	10416 80 Ave NW	Edmonton	Alberta	T6E 5T7	Canada	53.51634439999999	-113.4987187		http://bellinsconabrewery.com/	AB	AB
google:ChIJAeR90DUioFMRYorUM3RbhNs	The Canadian Brewhouse (Edmonton Downtown)	micro	10338 109 St NW	Edmonton	Alberta	T5J 4X9	Canada	53.5457976	-113.5099164		https://thecanadianbrewhouse.com/locations/edmonton/#downtown	AB	AB
google:ChIJ84LwsJ4eoFMRj7yw0rdmM-A	The Canadian Brewhouse (Edmonton Ellerslie)	micro	9538 Ellerslie Road Southwest	Edmonton	Alberta	T6X 0K6	Canada	53.4257036	-113.4785873	17804692232	https://thecanadianbrewhouse.com/locations/edmonton/#ellerslie	AB	AB
google:ChIJHY9Xa3EjoFMRWAAq5JTnbh4	The Canadian Brewhouse (Edmonton North)	micro	12711 97 St NW	Edmonton	Alberta	T5E 4C1	Canada	53.58546	-113.49084		https://thecanadianbrewhouse.com/locations/edmonton/#north	AB	AB
google:ChIJb83cWJgeoFMR3DdDhqdO_p4	Town Square Brewing Co.	micro	2919 Ellwood Dr SW	Edmonton	Alberta	T6X 1N4	Canada	53.42901639999999	-113.4785563		http://www.townsquarebrewing.com/	AB	AB
google:ChIJf91sblEhoFMRwSPuUatVjWw	Trial & Ale Brewing Company Inc.	micro	17850 106a Ave NW Suite 100	Edmonton	Alberta	T5S 1V8	Canada	53.5517571	-113.6296765		https://www.mixedfermentation.com/	AB	AB
google:ChIJyeZbQGsjoFMRc13NDy8Y5v0	Yeasty Boys Brewing	micro	9951 78 Ave NW	Edmonton	Alberta	T6E 1N6	Canada	53.51391229999999	-113.4882706		https://yeastyboysbrewing.ca/	AB	AB
osm:way:580249710	Apex Predator Brewing	micro	53527 Range Rd 181A	Edson	Alberta	T7E 3T7	Canada	53.6262405	-116.5340572		https://apexpredatorbrewing.com/	AB	AB
osm:node:7234389724	57 North Kitchen + Brewery	micro	9914 Morrison Street	Fort Mcmurray	Alberta	T9H 4A4	Canada	56.7290886	-111.3859905			AB	AB
osm:node:7567933093	The Fort Distillery	brewpub	8818 111 Street, Unit 128	Fort Saskatchewan	Alberta	T8L 3T4	Canada	53.7037472	-113.2001008		http://www.thefortdistillery.com/	AB	AB
osm:way:1039060750	Grain Bin Brewing Company	micro	11707 97 Avenue, Unit 101	Grande Prairie	Alberta	T8W 0M1	Canada	55.1668036	-118.8517886		http://www.grainbinbeer.com/	AB	AB
osm:way:1039005273	High River Brewing Company	micro	510G 21 Street SE	High River	Alberta	T1V 2A7	Canada	50.5773785	-113.8331879		https://hrbrewco.com/	AB	AB
osm:way:1035014335	Dark Woods Brewing & Coffee Roasting	micro	4720 50 Street	Innisfail	Alberta	T4G 1P8	Canada	52.0279489	-113.943742		http://darkwoodsbrewing.com/	AB	AB
osm:way:272514111	Jasper Brewing Company	brewpub	624 Connaught Drive	Jasper	Alberta	T0E 0A8	Canada	52.8746517	-118.0812267		http://jasperbrewingco.ca/	AB	AB
osm:way:1125224810	Folding Mountain Brewery	brewpub	49321 Folding Mountain Village	Jasper East	Alberta	T7V 1X3	Canada	53.2446199	-117.7805804	17808176287	https://foldingmountain.com	AB	AB
osm:way:1039063364	Fat Unicorn Brewery	micro	Box 570 103-9024 94 Avenue	Lac La Biche	Alberta	T0A 2C0	Canada	54.7648067	-111.9559192		http://www.fubrew.com/	AB	AB
osm:way:503661638	Blindman Brewing	brewpub	3413 53 Avenue, Unit Bay F	Lacombe	Alberta	T4L 0C6	Canada	52.4669278	-113.7045332		https://www.blindmanbrewing.com/	AB	AB
osm:node:11298593006	4th Meridian Brewing Company	brewpub	2626 50 Avenue, Unit 6	Lloydminster	Alberta	T9V 2S3	Canada	53.2613307	-110.0076179		https://www.4thmeridianbrewing.com/	AB	AB
osm:way:542466813	Oldman River Brewing	micro	101 Beckenridge Avenue	Lundbreck	Alberta	T0K 1H0	Canada	49.5869826	-114.1622089		http://www.oldmanriverbrewing.com/	AB	AB
osm:way:1024472489	Hell's Basement Brewery Inc.	micro	552 18 Street Southwest	Medicine Hat	Alberta	T1A 8A7	Canada	50.0219515	-110.698086		http://www.hellsbasement.com/	AB	AB
osm:way:552507233	Medicine Hat Brewing Company	micro	1366 Brier Park Drive Northwest	Medicine Hat	Alberta	T1C 1Z7	Canada	50.0620763	-110.7177444		http://www.medicinehatbrewingcompany.ca/	AB	AB
osm:way:1035004759	Hub Town Brewing	micro	41 Elizabeth Street	Okotoks	Alberta	T1S 1M3	Canada	50.725323	-113.977781		http://www.hubtownbrewing.com/	AB	AB
osm:way:1034443626	Siding 14 Brewing Company	micro	3520 67 Street	Ponoka	Alberta	T4J 1J8	Canada	52.6643229	-113.6067817		https://www.siding14gallery.com/	AB	AB
osm:way:453769427	Belly Hop Brewing	micro	8105 Edgar Industrial Drive	Red Deer	Alberta	T4P 3R2	Canada	52.3152851	-113.8420794		http://www.bellyhopbrewing.com/	AB	AB
osm:way:453542032	Sawback Brewing Co.	micro	7023 Johnstone Drive	Red Deer	Alberta	T4P 0L9	Canada	52.2949372	-113.8492153		http://www.sawbackbrewery.ca/	AB	AB
osm:way:1035018802	Troubled Monk	micro	5551 45 Street	Red Deer	Alberta	T4N 1L2	Canada	52.2646669	-113.8264785		http://www.troubledmonk.com/	AB	AB
osm:way:632605577	Dog Island Brewing	micro	250 Caribou Trail SW	Slave Lake	Alberta	T0G 2A0	Canada	55.2831925	-114.7937946		https://dogislandbrewing.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=5436488780190970818	AB	AB
osm:way:1035010101	Snake Lake Brewing Company	micro	26 Industrial Drive	Sylvan Lake	Alberta	T4S 1P5	Canada	52.3162047	-114.0695834		https://snakelake.beer/	AB	AB
osm:way:539534659	Water Valley Saloon	micro	5210 Main St. Highway 579	Water Valley	Alberta	T0M 2E0	Canada	51.5041809	-114.6131652		http://watervalleysaloon.pub/	AB	AB
osm:node:13134363200	33 Acres Brewing	micro	224 12 Avenue SW, Unit 120		Alberta	V5Y 1M8	Canada	51.042229	-114.0674087		https://33acresbrewing.com/	AB	AB
osm:node:9950203116	70 Acre Brewing	brewpub	6000 Buckingham Dr #310		Alberta	T8H 1A2	Canada	53.5514476	-113.3133881		https://70acre.com/	AB	AB
osm:node:13070051830	Ale Architect Brewery & Taproom	micro	9918 76 Avenue North-west		Alberta	T6E 1K7	Canada	53.5124461	-113.4870402		https://www.alearchitect.com	AB	AB
osm:way:1329303469	Annex Ale Project	micro	4323 1 Street SE		Alberta	T2G 2L2	Canada	51.0147804	-114.0622991		https://www.annexales.com/	AB	AB
osm:way:721062051	Banded Peak Brewing	micro	519 #119 34 Avenue SE		Alberta	T2G 1V1	Canada	51.0228626	-114.0517509		http://brandedpeakbrewing.com	AB	AB
osm:node:10131446494	Bar Annabelle	micro	109 8 Avenue SW, Unit A		Alberta	T2P 1B4	Canada	51.0454567	-114.063687		https://www.annabelleskitchen.ca/bar-annabelle/?utm_source=google&utm_medium=gmb	AB	AB
osm:node:13136772193	Best of Kin	micro	1059 14 Street SW		Alberta	T3C 3T5	Canada	51.0436066	-114.0950102		https://www.bestofkin.ca/	AB	AB
osm:way:484162804	Bitter Sisters	brewpub	510 Heritage Drive SW		Alberta	T2V 2W2	Canada	50.9802181	-114.0756958		https://bittersisters.co/	AB	AB
osm:node:4955682059	Blind Enthusiasm	micro	9919 78 Ave NW		Alberta	T6E 1N6	Canada	53.5124767	-113.4765098		http://www.blindenthusiasm.ca/	AB	AB
osm:node:9552801978	Born Brewing Co.	micro	414 36 Avenue SE		Alberta	T2G 1W4	Canada	51.0216442	-114.0543518		https://bornbrewing.co/	AB	AB
osm:way:436581553	Bow River Brewing	micro	5769 4 Street SE, Unit 110		Alberta	T2H 0P4	Canada	51.0026656	-114.0544567		http://www.bowriverbrewing.ca/	AB	AB
osm:node:6589780987	Cabin Brewing Company	micro	505 36 Avenue SE		Alberta	T2G 1W5	Canada	51.0212126	-114.053716		https://www.cabinbrewing.ca/	AB	AB
osm:node:11565501598	Detention Brewing	micro	Box 126		Alberta	T0B 2K0	Canada	52.7865241	-112.446512		https://www.detentionbrewing.ca/	AB	AB
osm:node:12459817226	Evil Corporation Brewing	micro	1220 20 Avenue SE		Alberta	T2G 1M8	Canada	51.0360585	-114.0360715		https://evilcorpbrewing.com/	AB	AB
osm:node:13115276752	Four Dogs Brewing	micro	1205 1 Street SW		Alberta	T2R 0V3	Canada	51.0412765	-114.0660335		https://www.fourdogs.ca/	AB	AB
osm:node:12027830533	Hagar's Café	brewpub	6505 48 Ave		Alberta	T4V 4R3	Canada	53.0167611	-112.8541153		https://www.norsemeninn.com/dining-brewery/hagar-s-cafe	AB	AB
osm:way:633161259	Half Hitch Brewing Company	micro	10 Griffin Industrial Point #1		Alberta	T4C 0A2	Canada	51.183525	-114.453695		http://www.halfhitchbrewing.ca/	AB	AB
osm:way:1050399690	Hard Knox Brewery	micro	445 1 Avenue NE (Between Tim's and Rona		Alberta	T0L 0H0	Canada	50.6888217	-114.2246215		https://hardknoxbrewery.com/	AB	AB
osm:way:1107235063	Hawk Tail Brewery	micro	6311 52 Street		Alberta	T0C 2J0	Canada	52.65229	-114.2425797		https://hawktailbrewery.com/	AB	AB
osm:way:1296977557	Journey North Cider Co.	micro	60518 AB-28		Alberta	T9N 2H3	Canada	54.2323485	-110.832448		http://www.journeynorth.ca/	AB	AB
osm:node:5667537123	Last Best Brewing & Distilling	brewpub	607 11 Avenue SW		Alberta	T2R 0E1	Canada	51.0424634	-114.0746666		https://lastbestbrewing.com/	AB	AB
osm:node:7310618540	Marda Loop Brewing	brewpub	3523 18 Street SW		Alberta	T2T 4T9	Canada	51.0223523	-114.1050889		https://www.mardaloopbrewing.com/	AB	AB
osm:node:12027830522	Norsemen Brewing Co.	micro	11 Ritchie Dr		Alberta	P0G 1G0	Canada	53.0167176	-112.8537633		http://norsemenbrewing.com/	AB	AB
osm:node:12027830521	Odin Dining Room	brewpub	706 Union St		Alberta	V0G 1S1	Canada	53.0167583	-112.8539403		https://valhallainn.biz/odins-pub/	AB	AB
osm:node:12097444299	Ol' Beautiful Brewing Company	micro	4025 9 Avenue SE		Alberta	T2G 3H7	Canada	51.0186262	-114.041124		https://www.olbeautiful.com/	AB	AB
osm:node:4603252856	Olds College Teaching Brewery	micro	4601 46 Ave		Alberta	T4H 1X6	Canada	51.7940109	-114.0951132		http://www.ocbeer.ca/	AB	AB
